Types,Card Name,Set Code,Number,Release Date
Snow Creature — Zombie Cleric,Draugr Necromancer,KHM,86,2021-02-05
Creature — Demon Cleric,Dream Devourer,KHM,90,2021-02-05
Creature — Angel Berserker,Eradicator Valkyrie,KHM,94,2021-02-05
Snow Creature — Zombie Berserker,Grim Draugr,KHM,96,2021-02-05
Snow Creature — Angel Wizard,Hailstorm Valkyrie,KHM,97,2021-02-05
Legendary Creature — Demon Rogue,"Varragoth, Bloodsky Sire",KHM,115,2021-02-05
Legendary Creature — Human Berserker,Arni Brokenbrow,KHM,120,2021-02-05
Creature — Giant Coward,Craven Hulk,KHM,127,2021-02-05
Creature — Troll Berserker,Hagi Mob,KHM,140,2021-02-05
Legendary Creature — Dwarf Berserker,"Magda, Brazen Outlaw",KHM,142,2021-02-05
Snow Creature — Elf Warrior,Boreal Outrider,KHM,163,2021-02-05
Snow Creature — Troll Warrior,Icehide Troll,KHM,176,2021-02-05
Legendary Snow Artifact,"Jorn, God of Winter // Kaldring, the Rimestaff",KHM,179,2021-02-05
Legendary Snow Creature — God,"Jorn, God of Winter // Kaldring, the Rimestaff",KHM,179,2021-02-05
Snow Creature — Elf Rogue,Sculptor of Winter,KHM,193,2021-02-05
Snow Creature — Bear Spirit,Spirit of the Aldergard,KHM,195,2021-02-05
Legendary Creature — Squirrel,"Toski, Bearer of Secrets",KHM,197,2021-02-05
Legendary Planeswalker — Tyvar,Tyvar Kell,KHM,198,2021-02-05
Legendary Creature — Giant Wizard,"Aegar, the Freezing Flame",KHM,200,2021-02-05
Legendary Creature — Angel Cleric,"Firja, Judge of Valor",KHM,209,2021-02-05
Legendary Creature — Demon Berserker,"Kardur, Doomscourge",KHM,216,2021-02-05
Legendary Creature — Dwarf Warrior,"Koll, the Forgemaster",KHM,220,2021-02-05
Legendary Snow Creature — (all creature types),Moritte of the Frost,KHM,223,2021-02-05
Legendary Snow Creature — Zombie Wizard,"Narfi, Betrayer King",KHM,224,2021-02-05
Legendary Planeswalker — Niko,Niko Aris,KHM,225,2021-02-05
Legendary Creature — Wolf,"Sarulf, Realm Eater",KHM,228,2021-02-05
Legendary Snow Creature — Troll Warrior,"Svella, Ice Shaper",KHM,230,2021-02-05
Legendary Creature — Bird Spirit,"Vega, the Watcher",KHM,233,2021-02-05
Snow Land — Mountain Plains,Alpine Meadow,KHM,248,2021-02-05
Snow Land — Forest Plains,Arctic Treeline,KHM,249,2021-02-05
Snow Land — Plains Island,Glacial Floodplain,KHM,257,2021-02-05
Snow Land — Mountain Forest,Highland Forest,KHM,261,2021-02-05
Snow Land — Island Swamp,Ice Tunnel,KHM,262,2021-02-05
Snow Land — Forest Island,Rimewood Falls,KHM,266,2021-02-05
Snow Land — Plains Swamp,Snowfield Sinkhole,KHM,269,2021-02-05
Snow Land — Swamp Mountain,Sulfurous Mire,KHM,270,2021-02-05
Snow Land — Island Mountain,Volatile Fjord,KHM,273,2021-02-05
Snow Land — Swamp Forest,Woodland Chasm,KHM,274,2021-02-05
Legendary Creature — Bird Warlock,"Breena, the Demagogue",C21,1,2021-04-23
Legendary Creature — Efreet Wizard,"Veyran, Voice of Duality",C21,3,2021-04-23
Legendary Creature — Troll Warlock,"Gyome, Master Chef",C21,5,2021-04-23
Legendary Creature — Dryad Druid,"Willowdusk, Essence Seer",C21,6,2021-04-23
Legendary Creature — Giant Artificer,"Osgir, the Reconstructor",C21,8,2021-04-23
Legendary Creature — Fractal,"Esix, Fractal Bloom",C21,10,2021-04-23
Legendary Creature — Elephant Artificer,"Losheel, Clockwork Scholar",C21,18,2021-04-23
Legendary Creature — Elemental Octopus,"Octavia, Living Thesis",C21,29,2021-04-23
Creature — Shade Warlock,Author of Shadows,C21,35,2021-04-23
Creature — Vampire Warlock,Marshland Bloodcaster,C21,43,2021-04-23
Creature — Troll Wizard,Guardian Augmenter,C21,62,2021-04-23
Legendary Creature — Bear Druid,"Ruxa, Patient Professor",C21,66,2021-04-23
Legendary Creature — Treefolk Druid,"Yedora, Grave Gardener",C21,70,2021-04-23
Sorcery — Lesson,Environmental Sciences,STX,1,2021-04-23
Legendary Creature — Bird Advisor,"Mavinda, Students' Advocate",STX,21,2021-04-23
Creature — Frog Wizard,Burrog Befuddler,STX,38,2021-04-23
Creature — Eye Bat,Eyetwitch,STX,70,2021-04-23
Creature — Troll Warlock,Novice Dissector,STX,79,2021-04-23
Creature — Lizard Shaman,Hall Monitor,STX,105,2021-04-23
Creature — Spirit Dwarf,Pillardrop Warden,STX,112,2021-04-23
Creature — Troll Druid,Honor Troll,STX,134,2021-04-23
Creature — Rhino Druid,Master Symmetrist,STX,138,2021-04-23
Creature — Bear Druid,Professor of Zoomancy,STX,140,2021-04-23
Legendary Creature — Pest,"Blex, Vexing Pest // Search for Blex",STX,148,2021-04-23
Legendary Creature — Fox,"Mila, Crafty Companion // Lukka, Wayward Bonder",STX,153,2021-04-23
Legendary Creature — Efreet Shaman,"Uvilda, Dean of Perfection // Nassari, Dean of Expression",STX,160,2021-04-23
Legendary Creature — Djinn Wizard,"Uvilda, Dean of Perfection // Nassari, Dean of Expression",STX,160,2021-04-23
Legendary Creature — Vampire Warlock,"Valentin, Dean of the Vein // Lisette, Dean of the Root",STX,161,2021-04-23
Creature — Vampire Druid,Blood Researcher,STX,166,2021-04-23
Creature — Orc Wizard,Elemental Expressionist,STX,181,2021-04-23
Legendary Creature — Dwarf Cleric,Hofri Ghostforge,STX,192,2021-04-23
Creature — Kor Shaman,Lorehold Pledgemage,STX,201,2021-04-23
Creature — Bird Warlock,Owlin Shieldmage,STX,210,2021-04-23
Creature — Turtle Druid,Quandrix Cultivator,STX,218,2021-04-23
Creature — Merfolk Druid,Quandrix Pledgemage,STX,219,2021-04-23
Legendary Creature — Elephant Cleric,"Quintorius, Field Historian",STX,220,2021-04-23
Creature — Spirit Advisor,Stonebound Mentor,STX,239,2021-04-23
Creature — Treefolk Warlock,Witherbloom Pledgemage,STX,249,2021-04-23
Artifact Creature — Goat,Caprichrome,MH2,9,2021-06-18
Artifact Creature — Human Soldier,Esper Sentinel,MH2,12,2021-06-18
Artifact Creature — Myr Knight,Knighted Myr,MH2,17,2021-06-18
Creature — Nightmare Bird,Foul Watcher,MH2,43,2021-06-18
Artifact Creature — Clue Myr,Parcel Myr,MH2,54,2021-06-18
Creature — Dinosaur Illusion,Phantasmal Dreadmaw,MH2,55,2021-06-18
Legendary Creature — Merfolk God,Svyelun of Sea and Sky,MH2,69,2021-06-18
Creature — Skeleton Shaman,Clattering Augur,MH2,79,2021-06-18
Creature — Dauthi Rogue,Dauthi Voidwalker,MH2,81,2021-06-18
Creature — Gorgon Wizard,Loathsome Curator,MH2,91,2021-06-18
Creature — Zombie Warlock,Vile Entomber,MH2,108,2021-06-18
Creature — Cyclops Berserker,Gouged Zealot,MH2,131,2021-06-18
Legendary Creature — Monkey Pirate,"Ragavan, Nimble Pilferer",MH2,138,2021-06-18
Legendary Creature — Squirrel Warrior,"Chatterfang, Squirrel General",MH2,151,2021-06-18
Creature — Frog Samurai,Jade Avenger,MH2,167,2021-06-18
Enchantment Creature — Dryad,Sanctum Weaver,MH2,171,2021-06-18
Creature — Squirrel Noble,Squirrel Sovereign,MH2,175,2021-06-18
Artifact Creature — Cat Soldier,Arcbound Shikari,MH2,184,2021-06-18
Legendary Planeswalker — Dakkon,"Dakkon, Shadow Slayer",MH2,192,2021-06-18
Legendary Planeswalker — Dihada,Geyadrone Dihada,MH2,199,2021-06-18
Legendary Planeswalker — Grist,"Grist, the Hunger Tide",MH2,202,2021-06-18
Legendary Planeswalker Creature — Grist Insect,"Grist, the Hunger Tide",MH2,202,2021-06-18
Legendary Creature — Snake Elf Scout,"Lonis, Cryptozoologist",MH2,204,2021-06-18
Enchantment Creature — Human Shaman,Storm God's Oracle,MH2,213,2021-06-18
Legendary Creature — Efreet,"Yusri, Fortune's Flame",MH2,218,2021-06-18
Tribal Artifact — Lhurgoyf,Altar of the Goyf,MH2,220,2021-06-18
Artifact Creature — Salamander,Sojourner's Companion,MH2,235,2021-06-18
Artifact Creature — Camel,Steel Dromedary,MH2,237,2021-06-18
Legendary Artifact Creature — Insect,"Zabaz, the Glimmerwasp",MH2,243,2021-06-18
Enchantment Land — Urza’s Saga,Urza's Saga,MH2,259,2021-06-18
Creature — Orc Knight,Devoted Paladin,AFR,11,2021-07-23
Creature — Dwarf Ranger,Gloom Stalker,AFR,16,2021-07-23
Creature — Human Elf Monk,Half-Elf Monk,AFR,19,2021-07-23
Creature — Human Elf Cleric,Moon-Blessed Cleric,AFR,26,2021-07-23
Legendary Creature — Dragon Knight,"Nadaar, Selfless Paladin",AFR,27,2021-07-23
Legendary Creature — Gnome Artificer,"""Oswald Fiddlebender""",AFR,28,2021-07-23
Creature — Gnome Wizard,Clever Conjurer,AFR,51,2021-07-23
Creature — Dragon Turtle,Dragon Turtle,AFR,56,2021-07-23
Legendary Creature — Horror,"Grazilaxx, Illithid Scholar",AFR,60,2021-07-23
Creature — Snake Rogue,Yuan-Ti Malison,AFR,86,2021-07-23
Creature — Beholder,Baleful Beholder,AFR,89,2021-07-23
Creature — Elf Spider,Drider,AFR,98,2021-07-23
Creature — Goblin Warlock,Grim Wanderer,AFR,107,2021-07-23
Legendary Planeswalker — Lolth,"Lolth, Spider Queen",AFR,112,2021-07-23
Creature — Dwarf Citizen,"""Skullport Merchant""",AFR,120,2021-07-23
Creature — Goblin Barbarian,Hobgoblin Captain,AFR,148,2021-07-23
Creature — Dwarf Barbarian,Plundering Barbarian,AFR,158,2021-07-23
Creature — Tiefling Bard,"""Horny Bard""",AFR,165,2021-07-23
Legendary Creature — Giant Barbarian,"Zalto, Fire Giant Duke",AFR,171,2021-07-23
Legendary Planeswalker — Zariel,"Zariel, Archduke of Avernus",AFR,172,2021-07-23
Legendary Planeswalker — Ellywick,Ellywick Tumblestrum,AFR,181,2021-07-23
Creature — Human Elf Ranger,Elturgard Ranger,AFR,182,2021-07-23
Creature — Frog Horror,Froghemoth,AFR,184,2021-07-23
Creature — Gnoll,Gnoll Hunter,AFR,185,2021-07-23
Creature — Elf Bard,Inspiring Bard,AFR,189,2021-07-23
Creature — Orc Ranger,Intrepid Outlander,AFR,191,2021-07-23
Creature — Bird Bear,Owlbear,AFR,198,2021-07-23
Creature — Halfling Citizen,Prosperous Innkeeper,AFR,200,2021-07-23
Legendary Creature — Human Elf Ranger,"Varis, Silverymoon Ranger",AFR,209,2021-07-23
Legendary Creature — Elf Ranger,Drizzt Do'Urden,AFR,220,2021-07-23
Legendary Creature — Tiefling Warlock,"""Farideh, Chosen By Devils""",AFR,221,2021-07-23
Legendary Creature — Human Elf Rogue,"""Krydle of Baldur's Gate""",AFR,226,2021-07-23
Legendary Creature — Human Elf Warlock,"Shessra, Death's Whisper",AFR,231,2021-07-23
Legendary Creature — Gnoll,"Targ Nar, Demon-Fang Gnoll",AFR,234,2021-07-23
Legendary Creature — Dragon God,Tiamat,AFR,235,2021-07-23
Legendary Creature — Beholder,"Xanathar, Guild Kingpin",AFR,239,2021-07-23
Artifact — Treasure,Mimic,AFR,249,2021-07-23
